Isolate	Category	Subsystem	Role	Contig	Start	Stop
SA1	Carbohydrates	Serine-glyoxylate cycle	Aconitate hydratase (EC 4.2.1.3)	NZ_JBBJSQ010000007.1	263681	266401
SA1	Carbohydrates	Serine-glyoxylate cycle	Methylcrotonyl-CoA carboxylase carboxyl transferase subunit (EC 6.4.1.4)	NZ_JBBJSQ010000001.1	606669	608210
SA1	Carbohydrates	Serine-glyoxylate cycle	Citrate synthase (si) (EC 2.3.3.1)	NZ_JBBJSQ010000001.1	132419	133537
SA1	Carbohydrates	Serine-glyoxylate cycle	5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)	NZ_JBBJSQ010000003.1	445081	446919
SA1	Carbohydrates	Serine-glyoxylate cycle	Phosphoenolpyruvate carboxykinase [ATP] (EC 4.1.1.49)	NZ_JBBJSQ010000001.1	38337	36748
SA1	Carbohydrates	Serine-glyoxylate cycle	Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)	NZ_JBBJSQ010000008.1	263843	264697
SA1	Carbohydrates	Serine-glyoxylate cycle	Malate dehydrogenase (EC 1.1.1.37)	NZ_JBBJSQ010000001.1	134934	135872
SA1	Carbohydrates	Serine-glyoxylate cycle	cytosolic long-chain acyl-CoA thioester hydrolase family protein	NZ_JBBJSQ010000001.1	992180	991662
SA1	Carbohydrates	Serine-glyoxylate cycle	Serine--pyruvate aminotransferase (EC 2.6.1.51)	NZ_JBBJSQ010000004.1	291498	292748
SA1	Carbohydrates	Serine-glyoxylate cycle	Acetyl-CoA acetyltransferase (EC 2.3.1.9)	NZ_JBBJSQ010000001.1	485433	486620
SA1	Carbohydrates	Serine-glyoxylate cycle	Formate--tetrahydrofolate ligase (EC 6.3.4.3)	NZ_JBBJSQ010000008.1	143170	144858
SA1	Carbohydrates	Serine-glyoxylate cycle	Fumarate hydratase class I, aerobic (EC 4.2.1.2)	NZ_JBBJSQ010000009.1	125148	126689
SA1	Carbohydrates	Serine-glyoxylate cycle	Acetoacetyl-CoA reductase (EC 1.1.1.36)	NZ_JBBJSQ010000003.1	506960	506217
SA1	Carbohydrates	Serine-glyoxylate cycle	Methylmalonyl-CoA mutase (EC 5.4.99.2)	NZ_JBBJSQ010000006.1	252670	249428
SA1	Carbohydrates	Serine-glyoxylate cycle	polyhydroxyalkanoate synthesis repressor PhaR	NZ_JBBJSQ010000003.1	507641	507042
SA1	Carbohydrates	Serine-glyoxylate cycle	3-ketoacyl-CoA thiolase (EC 2.3.1.16)	NZ_JBBJSQ010000005.1	151377	150187
SA1	Carbohydrates	One-carbon metabolism by tetrahydropterines	Formate--tetrahydrofolate ligase (EC 6.3.4.3)	NZ_JBBJSQ010000008.1	143170	144858
SA1	Carbohydrates	One-carbon metabolism by tetrahydropterines	Methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5)	NZ_JBBJSQ010000008.1	263843	264697
SA1	Carbohydrates	One-carbon metabolism by tetrahydropterines	Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)	NZ_JBBJSQ010000008.1	263843	264697
SA1	Carbohydrates	One-carbon metabolism by tetrahydropterines	5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)	NZ_JBBJSQ010000003.1	445081	446919
SA1	Carbohydrates	One-carbon metabolism by tetrahydropterines	Formyltetrahydrofolate deformylase (EC 3.5.1.10)	NZ_JBBJSQ010000001.1	851010	851912
SA1	Carbohydrates	One-carbon metabolism by tetrahydropterines	5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2)	NZ_JBBJSQ010000001.1	389911	390477
SA1	Carbohydrates	Glycerol and Glycerol-3-phosphate Uptake and Utilization	Glycerol kinase (EC 2.7.1.30)	NZ_JBBJSQ010000010.1	59758	61248
SA1	Carbohydrates	Glycerol and Glycerol-3-phosphate Uptake and Utilization	Glycerol-3-phosphate ABC transporter, permease protein UgpE (TC 3.A.1.1.3)	NZ_JBBJSQ010000014.1	44240	45052
SA1	Carbohydrates	Glycerol and Glycerol-3-phosphate Uptake and Utilization	Glycerol uptake facilitator protein	NZ_JBBJSQ010000010.1	58863	59690
SA1	Carbohydrates	Glycerol and Glycerol-3-phosphate Uptake and Utilization	Aerobic glycerol-3-phosphate dehydrogenase (EC 1.1.5.3)	NZ_JBBJSQ010000010.1	61435	63114
SA1	Carbohydrates	Glycerol and Glycerol-3-phosphate Uptake and Utilization	Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94)	NZ_JBBJSQ010000001.1	546121	547152
SA1	Carbohydrates	Glycerol and Glycerol-3-phosphate Uptake and Utilization	Glycerol-3-phosphate ABC transporter, permease protein UgpA (TC 3.A.1.1.3)	NZ_JBBJSQ010000014.1	43308	44243
SA1	Carbohydrates	Glycerol and Glycerol-3-phosphate Uptake and Utilization	Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)	NZ_JBBJSQ010000001.1	442337	443065
SA1	Carbohydrates	Inositol catabolism	Myo-inositol 2-dehydrogenase 1 (EC 1.1.1.18)	NZ_JBBJSQ010000010.1	16304	17326
SA1	Carbohydrates	Inositol catabolism	Predicted transcriptional regulator of the myo-inositol catabolic operon	NZ_JBBJSQ010000001.1	1196948	1197949
SA1	Carbohydrates	Inositol catabolism	5-keto-2-deoxygluconokinase (EC 2.7.1.92)	NZ_JBBJSQ010000001.1	1333187	1334194
SA1	Carbohydrates	Inositol catabolism	Myo-inositol 2-dehydrogenase (EC 1.1.1.18)	NZ_JBBJSQ010000001.1	1199255	1200436
SA1	Carbohydrates	Inositol catabolism	Glyceraldehyde-3-phosphate ketol-isomerase (EC 5.3.1.1)	NZ_JBBJSQ010000001.1	1338169	1339050
SA1	Carbohydrates	Inositol catabolism	Transcriptional repressor of the myo-inositol catabolic operon DeoR family	NZ_JBBJSQ010000001.1	1328983	1329738
SA1	Carbohydrates	Inositol catabolism	Inosose dehydratase (EC 4.2.1.44)	NZ_JBBJSQ010000001.1	1198302	1199123
SA1	Carbohydrates	Inositol catabolism	Major myo-inositol transporter IolT	NZ_JBBJSQ010000001.1	1325419	1326837
SA1	Carbohydrates	Inositol catabolism	Inositol transport system sugar-binding protein	NZ_JBBJSQ010000001.1	1193082	1196039
SA1	Carbohydrates	Inositol catabolism	5-keto-2-deoxy-D-gluconate-6 phosphate aldolase (EC 4.1.2.29)	NZ_JBBJSQ010000001.1	1327734	1328603
SA1	Carbohydrates	Alpha-acetolactate operon	Acetolactate synthase, catabolic (EC 2.2.1.6)	NZ_JBBJSQ010000002.1	175526	174285
SA1	Carbohydrates	Alpha-acetolactate operon	Alpha-acetolactate decarboxylase (EC 4.1.1.5)	NZ_JBBJSQ010000002.1	174268	173555
SA1	Carbohydrates	Glycerate metabolism	D-glycerate transporter (predicted)	NZ_JBBJSQ010000007.1	8818	10086
SA1	Carbohydrates	Glycerate metabolism	2-hydroxy-3-oxopropionate reductase (EC 1.1.1.60)	NZ_JBBJSQ010000002.1	69198	68314
SA1	Carbohydrates	Glycerate metabolism	Pyruvate kinase (EC 2.7.1.40)	NZ_JBBJSQ010000001.1	128102	129862
SA1	Carbohydrates	Glycerate metabolism	Hydroxypyruvate reductase (EC 1.1.1.81)	NZ_JBBJSQ010000006.1	48012	47023
SA1	Carbohydrates	Glycerate metabolism	Glycerate kinase (EC 2.7.1.31)	NZ_JBBJSQ010000007.1	10108	11244
SA6	Carbohydrates	Alpha-acetolactate operon	Transcriptional regulator of alpha-acetolactate operon AlsR	NZ_JBBJSP010000001.1	529123	528215
SA6	Carbohydrates	Alpha-acetolactate operon	Acetolactate synthase, catabolic (EC 2.2.1.6)	NZ_JBBJSP010000001.1	529278	530993
SA6	Carbohydrates	Alpha-acetolactate operon	Alpha-acetolactate decarboxylase (EC 4.1.1.5)	NZ_JBBJSP010000001.1	531055	531822
SA6	Carbohydrates	Propionate-CoA to Succinate Module	Methylisocitrate lyase (EC 4.1.3.30)	NZ_JBBJSP010000002.1	373816	372911
SA6	Carbohydrates	Propionate-CoA to Succinate Module	Aconitate hydratase (EC 4.2.1.3)	NZ_JBBJSP010000003.1	987270	989999
SA6	Carbohydrates	Propionate-CoA to Succinate Module	2-methylcitrate dehydratase (EC 4.2.1.79)	NZ_JBBJSP010000002.1	375251	373833
SA6	Carbohydrates	Propionate-CoA to Succinate Module	2-methylisocitrate dehydratase (EC 4.2.1.99)	NZ_JBBJSP010000003.1	987270	989999
SA6	Carbohydrates	Propionate-CoA to Succinate Module	2-methylcitrate synthase (EC 2.3.3.5)	NZ_JBBJSP010000002.1	376384	375266
SA6	Carbohydrates	Methylcitrate cycle	2-methylcitrate dehydratase (EC 4.2.1.79)	NZ_JBBJSP010000002.1	375251	373833
SA6	Carbohydrates	Methylcitrate cycle	Methylisocitrate lyase (EC 4.1.3.30)	NZ_JBBJSP010000002.1	373816	372911
SA6	Carbohydrates	Methylcitrate cycle	2-methylcitrate synthase (EC 2.3.3.5)	NZ_JBBJSP010000002.1	376384	375266
SA6	Carbohydrates	Methylcitrate cycle	2-methylisocitrate dehydratase (EC 4.2.1.99)	NZ_JBBJSP010000003.1	987270	989999
SA6	Carbohydrates	Glycerate metabolism	Pyruvate kinase (EC 2.7.1.40)	NZ_JBBJSP010000002.1	867843	866086
SA6	Carbohydrates	Glycerate metabolism	2-hydroxy-3-oxopropionate reductase (EC 1.1.1.60)	NZ_JBBJSP010000003.1	518006	518872
SA6	Carbohydrates	Glycerate metabolism	Glycerate kinase (EC 2.7.1.31)	NZ_JBBJSP010000001.1	113910	115058
SA6	Carbohydrates	Glycerate metabolism	Hydroxypyruvate reductase (EC 1.1.1.81)	NZ_JBBJSP010000001.1	681537	680563
SA6	Carbohydrates	Pyruvate Alanine Serine Interconversions	L-serine dehydratase, beta subunit (EC 4.3.1.17)	NZ_JBBJSP010000003.1	708765	709427
SA6	Carbohydrates	Pyruvate Alanine Serine Interconversions	Alanine dehydrogenase (EC 1.4.1.1)	NZ_JBBJSP010000001.1	967476	966340
SA6	Carbohydrates	Pyruvate Alanine Serine Interconversions	L-alanine:glyoxylate aminotransferase (EC 2.6.1.44)	NZ_JBBJSP010000001.1	903189	904439
SA6	Carbohydrates	Pyruvate Alanine Serine Interconversions	D-alanine aminotransferase (EC 2.6.1.21)	NZ_JBBJSP010000003.1	90636	91484
SA6	Carbohydrates	Pyruvate Alanine Serine Interconversions	L-serine dehydratase, alpha subunit (EC 4.3.1.17)	NZ_JBBJSP010000003.1	709453	710355
SA6	Carbohydrates	Pyruvate Alanine Serine Interconversions	Alanine racemase (EC 5.1.1.1)	NZ_JBBJSP010000003.1	958849	957665
SA6	Carbohydrates	Pyruvate Alanine Serine Interconversions	Branched-chain amino acid aminotransferase (EC 2.6.1.42)	NZ_JBBJSP010000001.1	269304	268213
SA6	Carbohydrates	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	NAD-independent protein deacetylase AcuC	NZ_JBBJSP010000002.1	922700	923863
SA6	Carbohydrates	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	Aldehyde dehydrogenase (EC 1.2.1.3)	NZ_JBBJSP010000001.1	126723	125386
SA6	Carbohydrates	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	Phosphate acetyltransferase (EC 2.3.1.8)	NZ_JBBJSP010000001.1	361231	362202
SA6	Carbohydrates	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	Dihydrolipoamide dehydrogenase of pyruvate dehydrogenase complex (EC 1.8.1.4)	NZ_JBBJSP010000003.1	582427	583839
SA6	Carbohydrates	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	Acetyltransferase AcuA, acetyl-CoA synthetase inhibitor	NZ_JBBJSP010000002.1	921400	922032
SA6	Carbohydrates	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	NAD-dependent protein deacetylase of SIR2 family	NZ_JBBJSP010000003.1	88736	89479
SA6	Carbohydrates	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	Acetate kinase (EC 2.7.2.1)	NZ_JBBJSP010000002.1	897597	896410
SA6	Carbohydrates	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	Pyruvate dehydrogenase E1 component alpha subunit (EC 1.2.4.1)	NZ_JBBJSP010000003.1	578884	579999
SA6	Carbohydrates	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	Pyruvate dehydrogenase E1 component beta subunit (EC 1.2.4.1)	NZ_JBBJSP010000003.1	580003	580980
SA6	Carbohydrates	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12)	NZ_JBBJSP010000003.1	581094	582422
SA6	Carbohydrates	Methylglyoxal Metabolism	Aldehyde dehydrogenase (EC 1.2.1.3)	NZ_JBBJSP010000001.1	126723	125386
SA6	Carbohydrates	Methylglyoxal Metabolism	Methylglyoxal synthase (EC 4.2.3.3)	NZ_JBBJSP010000002.1	224911	224498
SA6	Carbohydrates	Glycolate, glyoxylate interconversions	Glyoxylate reductase (EC 1.1.1.79)	NZ_JBBJSP010000001.1	681537	680563
SA6	Carbohydrates	Glycolate, glyoxylate interconversions	Glyoxylate reductase (EC 1.1.1.26)	NZ_JBBJSP010000001.1	681537	680563
SA6	Carbohydrates	Glycolate, glyoxylate interconversions	Hydroxypyruvate reductase (EC 1.1.1.81)	NZ_JBBJSP010000001.1	681537	680563
SA6	Carbohydrates	Pyruvate metabolism I: anaplerotic reactions, PEP	Pyruvate kinase (EC 2.7.1.40)	NZ_JBBJSP010000002.1	867843	866086
SA6	Carbohydrates	Pyruvate metabolism I: anaplerotic reactions, PEP	NAD-dependent malic enzyme (EC 1.1.1.38)	NZ_JBBJSP010000001.1	425441	427138
SA6	Carbohydrates	Pyruvate metabolism I: anaplerotic reactions, PEP	Two-component sensor histidine kinase, malate (EC 2.7.3.-)	NZ_JBBJSP010000001.1	1008619	1007018
SA6	Carbohydrates	Pyruvate metabolism I: anaplerotic reactions, PEP	NADP-dependent malic enzyme (EC 1.1.1.40)	NZ_JBBJSP010000002.1	872430	871198
SA6	Carbohydrates	Pyruvate metabolism I: anaplerotic reactions, PEP	Phosphoenolpyruvate carboxykinase [ATP] (EC 4.1.1.49)	NZ_JBBJSP010000002.1	1010635	1012218
SA6	Carbohydrates	Pyruvate metabolism I: anaplerotic reactions, PEP	Two-component response regulator, malate (EC 2.7.3.-)	NZ_JBBJSP010000001.1	1006992	1006318
SA6	Carbohydrates	Pyruvate metabolism I: anaplerotic reactions, PEP	Phosphoenolpyruvate synthase (EC 2.7.9.2)	NZ_JBBJSP010000002.1	57077	54477
SA6	Carbohydrates	TCA Cycle	Dihydrolipoamide dehydrogenase of pyruvate dehydrogenase complex (EC 1.8.1.4)	NZ_JBBJSP010000003.1	582427	583839
SA6	Carbohydrates	TCA Cycle	Malate dehydrogenase (EC 1.1.1.37)	NZ_JBBJSP010000002.1	860970	860032
SA6	Carbohydrates	TCA Cycle	Aconitate hydratase (EC 4.2.1.3)	NZ_JBBJSP010000003.1	987270	989999
SA6	Carbohydrates	TCA Cycle	Dihydrolipoamide succinyltransferase component (E2) of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61)	NZ_JBBJSP010000002.1	108767	107514
SA6	Carbohydrates	TCA Cycle	Isocitrate dehydrogenase [NADP] (EC 1.1.1.42)	NZ_JBBJSP010000002.1	862285	861014
SA6	Carbohydrates	TCA Cycle	Citrate synthase (si) (EC 2.3.3.1)	NZ_JBBJSP010000002.1	863568	862450
SA6	Carbohydrates	TCA Cycle	Succinyl-CoA ligase [ADP-forming] alpha chain (EC 6.2.1.5)	NZ_JBBJSP010000003.1	732139	733041
SA6	Carbohydrates	TCA Cycle	Fumarate hydratase class II (EC 4.2.1.2)	NZ_JBBJSP010000001.1	855188	856576
SA6	Carbohydrates	TCA Cycle	2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2)	NZ_JBBJSP010000002.1	111617	108783
SA6	Carbohydrates	TCA Cycle	Succinyl-CoA ligase [ADP-forming] beta chain (EC 6.2.1.5)	NZ_JBBJSP010000003.1	730953	732110
SA6	Carbohydrates	Pentose phosphate pathway	Transaldolase (EC 2.2.1.2)	NZ_JBBJSP010000001.1	419164	419802
SA6	Carbohydrates	Pentose phosphate pathway	Ribose-phosphate pyrophosphokinase (EC 2.7.6.1)	NZ_JBBJSP010000008.1	22469	23422
SA6	Carbohydrates	Pentose phosphate pathway	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)	NZ_JBBJSP010000001.1	110051	108645
SA6	Carbohydrates	Pentose phosphate pathway	Transketolase (EC 2.2.1.1)	NZ_JBBJSP010000003.1	980450	982453
SA6	Carbohydrates	Pentose phosphate pathway	Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49)	NZ_JBBJSP010000002.1	344772	346241
SA6	Carbohydrates	Pentose phosphate pathway	Ribulose-phosphate 3-epimerase (EC 5.1.3.1)	NZ_JBBJSP010000003.1	704527	705180
SA6	Carbohydrates	Pentose phosphate pathway	6-phosphogluconolactonase (EC 3.1.1.31)	NZ_JBBJSP010000003.1	422846	421797
SA6	Carbohydrates	Pentose phosphate pathway	Ribose 5-phosphate isomerase B (EC 5.3.1.6)	NZ_JBBJSP010000001.1	435753	435911
SA6	Carbohydrates	Dehydrogenase complexes	Dihydrolipoamide dehydrogenase of acetoin dehydrogenase (EC 1.8.1.4)	NZ_JBBJSP010000004.1	62495	61119
SA6	Carbohydrates	Dehydrogenase complexes	Branched-chain alpha-keto acid dehydrogenase, E1 component, alpha subunit (EC 1.2.4.4)	NZ_JBBJSP010000002.1	365694	364702
SA6	Carbohydrates	Dehydrogenase complexes	Dihydrolipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex (EC 2.3.1.168)	NZ_JBBJSP010000002.1	363682	362408
SA6	Carbohydrates	Dehydrogenase complexes	Dihydrolipoamide succinyltransferase component (E2) of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61)	NZ_JBBJSP010000002.1	108767	107514
SA6	Carbohydrates	Dehydrogenase complexes	Pyruvate dehydrogenase E1 component alpha subunit (EC 1.2.4.1)	NZ_JBBJSP010000003.1	578884	579999
SA6	Carbohydrates	Dehydrogenase complexes	Branched-chain alpha-keto acid dehydrogenase, E1 component, beta subunit (EC 1.2.4.4)	NZ_JBBJSP010000002.1	364688	363705
SA6	Carbohydrates	Dehydrogenase complexes	Cytosol aminopeptidase PepA (EC 3.4.11.1)	NZ_JBBJSP010000001.1	947676	949178
SA6	Carbohydrates	Dehydrogenase complexes	2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2)	NZ_JBBJSP010000002.1	111617	108783
SA6	Carbohydrates	Dehydrogenase complexes	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12)	NZ_JBBJSP010000003.1	581094	582422
SA6	Carbohydrates	Dehydrogenase complexes	Dihydrolipoamide dehydrogenase of branched-chain alpha-keto acid dehydrogenase (EC 1.8.1.4)	NZ_JBBJSP010000002.1	367140	365716
SA6	Carbohydrates	Dehydrogenase complexes	Pyruvate dehydrogenase E1 component beta subunit (EC 1.2.4.1)	NZ_JBBJSP010000003.1	580003	580980
SA6	Carbohydrates	Glycogen metabolism	Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27)	NZ_JBBJSP010000002.1	1050873	1049731
SA6	Carbohydrates	Glycogen metabolism	Glycogen synthase, ADP-glucose transglucosylase (EC 2.4.1.21)	NZ_JBBJSP010000002.1	1048679	1047225
SA6	Carbohydrates	Glycogen metabolism	1,4-alpha-glucan (glycogen) branching enzyme, GH-13-type (EC 2.4.1.18)	NZ_JBBJSP010000002.1	1052753	1050870
SA6	Carbohydrates	Glycogen metabolism	Glycogen biosynthesis protein GlgD, glucose-1-phosphate adenylyltransferase family	NZ_JBBJSP010000002.1	1049707	1048676
SA6	Carbohydrates	Glycogen metabolism	Glycogen phosphorylase (EC 2.4.1.1)	NZ_JBBJSP010000002.1	1047238	1044842
SA6	Carbohydrates	L-Arabinose utilization	Arabinose-proton symporter	NZ_JBBJSP010000001.1	759154	760548
SA6	Carbohydrates	L-Arabinose utilization	Arabinan endo-1,5-alpha-L-arabinosidase (EC 3.2.1.99)	NZ_JBBJSP010000001.1	181080	182498
SA6	Carbohydrates	L-Arabinose utilization	Ribulokinase (EC 2.7.1.16)	NZ_JBBJSP010000002.1	828706	827024
SA6	Carbohydrates	L-Arabinose utilization	L-arabinose isomerase (EC 5.3.1.4)	NZ_JBBJSP010000002.1	830210	828720
SA6	Carbohydrates	L-Arabinose utilization	L-ribulose-5-phosphate 4-epimerase (EC 5.1.3.4)	NZ_JBBJSP010000002.1	827007	826318
SA6	Carbohydrates	Xylose utilization	Xyloside transporter XynT	NZ_JBBJSP010000003.1	946989	948380
SA6	Carbohydrates	Xylose utilization	Xylulose kinase (EC 2.7.1.17)	NZ_JBBJSP010000003.1	953040	954539
SA6	Carbohydrates	Xylose utilization	Xylose isomerase (EC 5.3.1.5)	NZ_JBBJSP010000003.1	951552	952889
SA6	Carbohydrates	Xylose utilization	Xylose-responsive transcription regulator, ROK family	NZ_JBBJSP010000003.1	951303	950149
SA6	Carbohydrates	D-ribose utilization	Ribose 5-phosphate isomerase B (EC 5.3.1.6)	NZ_JBBJSP010000001.1	435753	435911
SA6	Carbohydrates	D-ribose utilization	Ribokinase (EC 2.7.1.15)	NZ_JBBJSP010000001.1	538229	537348
SA6	Carbohydrates	D-ribose utilization	Ribose operon repressor	NZ_JBBJSP010000001.1	539211	538231
SA6	Carbohydrates	D-galactarate, D-glucarate and D-glycerate catabolism - gjo	5-dehydro-4-deoxyglucarate dehydratase (EC 4.2.1.41)	NZ_JBBJSP010000006.1	116973	116047
SA6	Carbohydrates	D-galactarate, D-glucarate and D-glycerate catabolism - gjo	D-galactarate dehydratase (EC 4.2.1.42)	NZ_JBBJSP010000006.1	110832	109300
SA6	Carbohydrates	D-galactarate, D-glucarate and D-glycerate catabolism - gjo	2-hydroxy-3-oxopropionate reductase (EC 1.1.1.60)	NZ_JBBJSP010000003.1	518006	518872
SA6	Carbohydrates	D-galactarate, D-glucarate and D-glycerate catabolism - gjo	Predicted 5-dehydro-4-deoxyglucarate regulator YcbG	NZ_JBBJSP010000006.1	111625	110924
SA6	Carbohydrates	D-galactarate, D-glucarate and D-glycerate catabolism - gjo	Glycerate kinase (EC 2.7.1.31)	NZ_JBBJSP010000001.1	113910	115058
SA6	Carbohydrates	D-galactarate, D-glucarate and D-glycerate catabolism - gjo	Glucarate dehydratase (EC 4.2.1.40)	NZ_JBBJSP010000006.1	113062	111695
SA6	Carbohydrates	Mannose Metabolism	Mannose-6-phosphate isomerase (EC 5.3.1.8)	NZ_JBBJSP010000001.1	552076	553026
SA6	Carbohydrates	Mannose Metabolism	Activator of the mannose operon (transcriptional antiterminator), BglG family	NZ_JBBJSP010000003.1	321563	323509
SA6	Carbohydrates	D-galactarate, D-glucarate and D-glycerate catabolism	D-galactarate dehydratase (EC 4.2.1.42)	NZ_JBBJSP010000006.1	110832	109300
SA6	Carbohydrates	D-galactarate, D-glucarate and D-glycerate catabolism	2-hydroxy-3-oxopropionate reductase (EC 1.1.1.60)	NZ_JBBJSP010000003.1	518006	518872
SA6	Carbohydrates	D-galactarate, D-glucarate and D-glycerate catabolism	Predicted 5-dehydro-4-deoxyglucarate regulator YcbG	NZ_JBBJSP010000006.1	111625	110924
SA6	Carbohydrates	D-galactarate, D-glucarate and D-glycerate catabolism	5-dehydro-4-deoxyglucarate dehydratase (EC 4.2.1.41)	NZ_JBBJSP010000006.1	116973	116047
SA6	Carbohydrates	D-galactarate, D-glucarate and D-glycerate catabolism	Glycerate kinase (EC 2.7.1.31)	NZ_JBBJSP010000001.1	113910	115058
SA6	Carbohydrates	D-galactarate, D-glucarate and D-glycerate catabolism	Glucarate dehydratase (EC 4.2.1.40)	NZ_JBBJSP010000006.1	113062	111695
SA6	Carbohydrates	D-gluconate and ketogluconates metabolism	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)	NZ_JBBJSP010000001.1	110051	108645
SA6	Carbohydrates	D-gluconate and ketogluconates metabolism	Gluconokinase (EC 2.7.1.12)	NZ_JBBJSP010000001.1	112990	111449
SA6	Carbohydrates	D-gluconate and ketogluconates metabolism	Gluconate operon transcriptional repressor	NZ_JBBJSP010000001.1	113714	112983
SA6	Carbohydrates	D-gluconate and ketogluconates metabolism	Gluconate permease, Bsu4004 homolog	NZ_JBBJSP010000001.1	111420	110074
SA6	Carbohydrates	D-gluconate and ketogluconates metabolism	Glucose 1-dehydrogenase (EC 1.1.1.47)	NZ_JBBJSP010000005.1	195190	194405
SA6	Carbohydrates	Deoxyribose and Deoxynucleoside Catabolism	Na+ dependent nucleoside transporter NupC	NZ_JBBJSP010000001.1	170445	171626
SA6	Carbohydrates	Deoxyribose and Deoxynucleoside Catabolism	Deoxyribose-phosphate aldolase (EC 4.1.2.4)	NZ_JBBJSP010000001.1	169693	170364
SA6	Carbohydrates	Deoxyribose and Deoxynucleoside Catabolism	Purine nucleoside phosphorylase (EC 2.4.2.1)	NZ_JBBJSP010000002.1	136151	135450
SA6	Carbohydrates	Deoxyribose and Deoxynucleoside Catabolism	Pyrimidine-nucleoside phosphorylase (EC 2.4.2.2)	NZ_JBBJSP010000001.1	171656	172957
SA6	Carbohydrates	Deoxyribose and Deoxynucleoside Catabolism	Deoxyribonucleoside regulator DeoR (transcriptional repressor)	NZ_JBBJSP010000001.1	168646	169587
